hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,6.71,54.07,0.0,1.27,0.0,0.0,6.39,8.73,0.0,-0.0,-0.0,-0.0,135.5,186.78,7837.81,0.0,0.0,10.47,77.18
1,6.99,51.97,0.0,1.3,0.0,0.0,6.39,6.99,0.0,-0.0,-0.0,-0.0,128.4,177.59,7837.81,0.0,0.0,10.43,73.64
2,7.33,49.15,0.0,1.11,0.0,0.0,6.39,4.36,0.0,-0.0,-0.0,-0.0,121.29,170.23,7837.81,0.0,10.37,0.0,68.34
3,7.88,48.61,0.0,1.12,0.0,0.0,6.39,2.02,0.0,-0.0,-0.0,-0.0,114.19,165.64,7837.81,0.0,10.34,0.0,66.02
4,8.64,47.79,0.0,1.21,0.0,0.0,4.9,1.01,0.0,-0.0,-0.0,-0.0,107.08,163.52,7837.81,1.49,8.82,0.0,63.55
5,9.34,45.27,0.0,1.25,0.0,0.0,0.0,5.49,0.0,-0.0,-0.0,-0.0,101.64,162.46,7837.81,0.0,0.0,10.29,61.35
6,10.1,43.29,0.0,1.21,0.0,0.0,0.0,5.07,0.0,-0.0,-0.0,-0.0,101.64,156.68,7837.81,6.39,3.88,0.0,59.67
7,10.61,41.14,5.17,1.18,0.0,0.0,0.0,2.11,0.0,-0.0,-0.0,-0.0,101.64,151.34,7837.81,0.0,10.28,0.0,60.21
8,10.98,40.21,21.49,1.19,0.0,0.0,0.0,0.0,0.0,-6.2,-0.0,-4.95,101.64,149.13,7837.81,6.39,3.91,0.0,62.73
9,10.97,40.5,37.69,1.31,0.0,0.0,0.0,0.0,0.0,-6.2,-7.09,-10.99,107.53,149.13,7840.74,6.39,3.95,0.0,66.18
10,10.87,38.81,47.99,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-12.78,-10.99,113.42,155.51,7847.22,0.0,10.38,0.0,69.09
11,10.96,37.48,50.09,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-11.5,-10.99,119.31,167.01,7853.7,6.39,4.01,0.0,71.22
12,10.81,36.1,44.36,1.29,0.0,0.0,0.0,0.0,0.0,-6.2,-10.47,-2.0,125.2,177.36,7860.19,0.0,0.0,10.43,73.9
13,10.58,32.48,35.09,1.36,0.0,0.0,0.0,0.0,0.0,-4.64,-0.0,-0.0,131.09,186.78,7861.37,0.0,10.44,0.0,74.86
14,10.56,30.06,22.29,1.25,0.0,0.0,0.0,0.0,10.79,-0.0,-0.0,-0.0,135.5,186.78,7861.37,6.39,4.05,0.0,74.96
15,11.4,29.08,7.84,1.27,0.0,0.0,0.0,13.14,10.83,-0.0,-0.0,-0.0,135.5,186.78,7837.4,0.0,10.43,0.0,73.55
16,12.31,32.39,0.11,1.25,0.0,0.0,0.0,14.6,10.83,-0.0,-0.0,-0.0,135.5,172.95,7813.34,0.0,0.0,10.4,71.49
17,12.77,39.8,0.0,1.33,0.0,0.0,0.0,8.7,10.83,-0.0,-0.0,-0.0,135.5,157.59,7789.28,0.0,0.0,10.42,73.43
18,12.85,43.9,0.0,1.45,0.0,0.0,6.39,3.62,10.83,-0.0,-0.0,-0.0,135.5,148.43,7765.21,0.0,0.0,10.49,79.03
19,12.73,42.93,0.0,1.82,0.0,0.0,6.39,9.41,10.83,-0.0,-0.0,-0.0,128.4,144.62,7741.15,0.0,10.54,0.0,84.11
20,12.58,41.18,0.0,1.71,0.0,0.0,6.39,12.47,10.83,-0.0,-0.0,-0.0,121.29,134.71,7717.09,0.0,0.0,10.55,85.16
