hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,6.71,54.07,0.0,1.27,0.0,0.0,6.39,8.73,0.0,-0.0,-0.0,-0.0,135.5,186.78,13144.62,0.0,10.47,0.0,77.18
1,6.99,51.97,0.0,1.3,0.0,0.0,5.51,7.88,0.0,-0.0,-0.0,-0.0,128.4,177.59,13144.62,0.0,0.0,10.43,73.64
2,7.33,49.15,0.0,1.11,0.0,0.0,0.0,10.75,0.0,-0.0,-0.0,-0.0,122.28,169.29,13144.62,0.0,10.37,0.0,68.34
3,7.88,48.61,0.0,1.12,0.0,0.0,0.0,8.41,0.0,-0.0,-0.0,-0.0,122.28,157.98,13144.62,0.0,0.0,10.34,66.02
4,8.64,47.79,0.0,1.21,0.0,0.0,5.9,0.0,0.0,-0.0,-0.0,-0.0,122.28,149.13,13144.62,0.0,10.32,0.0,63.55
5,9.34,45.27,0.0,1.25,0.0,0.0,5.49,0.0,0.0,-0.0,-0.0,-0.0,115.72,149.13,13144.62,0.0,10.29,0.0,61.35
6,10.1,43.29,0.0,1.21,0.0,0.0,5.07,0.0,0.0,-0.0,-0.0,-0.0,109.62,149.13,13144.62,0.0,10.27,0.0,59.67
7,10.61,41.14,5.17,1.18,0.0,0.0,2.11,0.0,0.0,-0.0,-0.0,-0.0,103.98,149.13,13144.62,0.0,10.28,0.0,60.21
8,10.98,40.21,21.49,1.19,0.0,0.0,0.0,0.0,0.0,-6.2,-0.0,-4.95,101.64,149.13,13144.62,6.39,3.91,0.0,62.73
9,10.97,40.5,37.69,1.31,0.0,0.0,0.0,0.0,0.0,-6.2,-16.08,-2.0,107.53,149.13,13147.55,0.0,10.34,0.0,66.18
10,10.87,38.81,47.99,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-12.78,-10.99,113.42,163.6,13148.73,0.0,10.38,0.0,69.09
11,10.96,37.48,50.09,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-11.5,-10.99,119.31,175.1,13155.21,0.0,0.0,10.4,71.22
12,10.81,36.1,44.36,1.29,0.0,0.0,0.0,0.0,0.0,-6.2,-1.48,-10.99,125.2,185.45,13161.7,0.0,0.0,10.43,73.9
13,10.58,32.48,35.09,1.36,0.0,0.0,0.0,0.0,0.0,-4.64,-0.0,-0.0,131.09,186.78,13168.18,6.39,4.05,0.0,74.86
14,10.56,30.06,22.29,1.25,0.0,0.0,0.0,0.0,10.79,-0.0,-0.0,-0.0,135.5,186.78,13168.18,6.39,4.05,0.0,74.96
15,11.4,29.08,7.84,1.27,2.43,0.0,1.86,8.85,10.83,-0.0,-0.0,-0.0,135.5,186.78,13144.21,0.0,0.0,10.43,73.55
16,12.31,32.39,0.11,1.25,8.2,0.0,6.39,0.0,10.83,-0.0,-0.0,-0.0,133.44,177.46,13120.15,0.0,10.4,0.0,71.49
17,12.77,39.8,0.0,1.33,2.31,0.0,6.39,0.0,10.83,-0.0,-0.0,-0.0,126.33,177.46,13096.09,0.0,10.42,0.0,73.43
18,12.85,43.9,0.0,1.45,2.37,0.0,6.39,1.25,10.83,-0.0,-0.0,-0.0,119.23,177.46,13072.02,0.0,0.0,10.49,79.03
19,12.73,42.93,0.0,1.82,0.0,0.0,6.39,9.41,10.83,-0.0,-0.0,-0.0,112.13,176.15,13047.96,0.0,10.54,0.0,84.11
20,12.58,41.18,0.0,1.71,0.0,0.0,6.39,12.47,10.83,-0.0,-0.0,-0.0,105.02,166.25,13023.9,0.0,0.0,10.55,85.16
21,12.07,40.62,0.0,1.5,0.0,0.0,6.39,11.15,10.83,-0.0,-0.0,-0.0,97.92,153.12,12999.84,0.0,10.52,0.0,82.55
22,11.31,38.79,0.0,1.47,0.0,0.0,6.39,10.3,10.83,-0.0,-0.0,-0.0,90.81,141.38,12975.77,0.0,0.0,10.49,79.08
23,10.63,37.86,0.0,1.39,0.0,0.0,6.39,10.51,10.83,-0.0,-0.0,-0.0,83.71,130.54,12951.71,0.0,10.47,0.0,77.61
24,6.71,54.07,0.0,1.31,0.0,0.0,3.81,0.0,10.83,-0.0,-0.0,-0.0,76.61,119.48,12927.65,0.0,10.46,0.0,76.73
25,6.99,51.97,0.0,1.15,0.0,0.0,2.12,0.0,10.83,-0.0,-0.0,-0.0,72.37,119.48,12903.59,0.0,10.42,0.0,73.05
26,7.33,49.15,0.0,1.1,0.0,0.0,0.0,0.0,10.58,-0.0,-0.0,-0.0,70.02,119.48,12879.53,0.0,0.0,10.37,68.16
27,7.88,48.61,0.0,1.15,0.0,0.0,0.0,0.0,9.17,-0.0,-0.0,-0.0,70.02,119.48,12856.01,0.0,0.0,10.35,66.81
28,8.64,47.79,0.0,1.16,0.0,0.0,0.0,0.0,8.57,-0.0,-0.0,-0.0,70.02,119.48,12835.64,0.0,10.34,0.0,66.17
29,9.34,45.27,0.0,1.21,0.0,0.0,0.0,0.0,10.22,-0.0,-0.0,-0.0,70.02,119.48,12816.59,6.39,0.0,3.95,66.04
30,10.1,43.29,0.0,1.21,0.0,0.0,1.48,0.0,10.83,-0.0,-0.0,-0.0,70.02,119.48,12793.89,0.0,10.35,0.0,66.9
