hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,6.71,54.07,0.0,1.27,0.0,0.0,5.51,9.62,0.0,-0.0,-0.0,-0.0,135.5,173.88,10114.96,0.89,0.0,9.58,77.18
1,6.99,51.97,0.0,1.3,0.0,0.0,0.0,13.39,0.0,-0.0,-0.0,-0.0,129.38,163.75,10114.96,0.0,10.43,0.0,73.64
2,7.33,49.15,0.0,1.11,0.0,0.0,0.0,10.75,0.0,-0.0,-0.0,-0.0,129.38,149.66,10114.96,0.0,0.0,10.37,68.34
3,7.88,48.61,0.0,1.12,0.0,0.0,6.39,2.02,0.0,-0.0,-0.0,-0.0,129.38,138.34,10114.96,0.0,0.0,10.34,66.02
4,8.64,47.79,0.0,1.21,0.0,0.0,5.9,0.0,0.0,-0.0,-0.0,-0.0,122.28,136.22,10114.96,0.0,0.0,10.32,63.55
5,9.34,45.27,0.0,1.25,0.0,0.0,5.49,0.0,0.0,-0.0,-0.0,-0.0,115.72,136.22,10114.96,0.0,0.0,10.29,61.35
6,10.1,43.29,0.0,1.21,0.0,0.0,5.07,0.0,0.0,-0.0,-0.0,-0.0,109.62,136.22,10114.96,1.32,0.0,8.95,59.67
7,10.61,41.14,5.17,1.18,0.0,0.0,2.11,0.0,0.0,-0.0,-0.0,-0.0,103.98,136.22,10114.96,0.0,0.0,10.28,60.21
8,10.98,40.21,21.49,1.19,0.0,0.0,0.0,0.0,0.0,-6.2,-0.0,-4.95,101.64,136.22,10114.96,0.0,10.31,0.0,62.73
9,10.97,40.5,37.69,1.31,0.0,0.0,0.0,0.0,0.0,-6.2,-7.09,-10.99,107.53,136.22,10117.88,6.39,3.95,0.0,66.18
10,10.87,38.81,47.99,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-14.12,-9.65,113.42,142.61,10124.36,0.0,0.0,10.38,69.09
11,10.96,37.48,50.09,1.38,0.0,0.0,0.0,0.0,0.0,-6.2,-22.49,-0.0,119.31,155.32,10130.05,0.0,0.0,10.4,71.22
12,10.81,36.1,44.36,1.29,0.0,0.0,0.0,0.0,0.0,-6.2,-12.47,-0.0,125.2,175.56,10130.05,0.0,0.0,10.43,73.9
13,10.58,32.48,35.09,1.36,0.0,0.0,0.0,0.0,0.0,-4.64,-0.0,-0.0,131.09,186.78,10130.05,0.0,10.44,0.0,74.86
14,10.56,30.06,22.29,1.25,0.0,0.0,0.0,0.0,10.79,-0.0,-0.0,-0.0,135.5,186.78,10130.05,0.0,10.44,0.0,74.96
15,11.4,29.08,7.84,1.27,0.0,0.0,6.39,6.74,10.83,-0.0,-0.0,-0.0,135.5,186.78,10106.09,0.0,10.43,0.0,73.55
16,12.31,32.39,0.11,1.25,0.0,0.0,6.39,8.2,10.83,-0.0,-0.0,-0.0,128.4,179.68,10082.02,0.0,10.4,0.0,71.49
17,12.77,39.8,0.0,1.33,0.0,0.0,6.39,2.31,10.83,-0.0,-0.0,-0.0,121.29,171.05,10057.96,0.0,10.42,0.0,73.43
18,12.85,43.9,0.0,1.45,0.0,0.0,6.39,3.62,10.83,-0.0,-0.0,-0.0,114.19,168.62,10033.9,0.0,10.49,0.0,79.03
19,12.73,42.93,0.0,1.82,0.0,0.0,6.39,9.41,10.83,-0.0,-0.0,-0.0,107.08,164.81,10009.84,0.0,10.54,0.0,84.11
20,12.58,41.18,0.0,1.71,0.0,0.0,6.39,12.47,10.83,-0.0,-0.0,-0.0,99.98,154.9,9985.77,0.0,0.0,10.55,85.16
21,12.07,40.62,0.0,1.5,0.0,0.0,6.39,11.15,10.83,-0.0,-0.0,-0.0,92.88,141.78,9961.71,0.0,0.0,10.52,82.55
22,11.31,38.79,0.0,1.47,0.0,0.0,6.39,10.3,10.83,-0.0,-0.0,-0.0,85.77,130.04,9937.65,0.0,10.49,0.0,79.08
23,10.63,37.86,0.0,1.39,5.23,0.0,6.39,5.28,10.83,-0.0,-0.0,-0.0,78.67,119.2,9913.59,0.0,10.47,0.0,77.61
